cat,value,label,next_stream,stream,strahler,topo,distance,elev_ft,area_10m2,wetland,longitude,latitude
120,99,,-1,99,4,1,1445.09672616185,4919.912,455597,,-121.853330625728,43.3210521563687
121,99,,-1,99,4,1,1435.09672584186,4919.912,455614,,-121.853207347897,43.3210536400395
122,99,,-1,99,4,1,1479.23886287811,4919.912,455227,,-121.853698426436,43.3209576974532
123,99,,-1,99,4,1,1503.3809992744,4921.344,455147,,-121.853942948561,43.320864721813
124,99,,-1,99,4,1,1493.3809989544,4920.229,455159,,-121.853819671131,43.3208662061551
125,99,,-1,99,4,1,1527.52313567069,4922.368,454889,,-121.854187469928,43.320771745642
126,99,,-1,99,4,1,1517.52313535069,4921.344,455128,,-121.854064192695,43.3207732302521
127,99,,-1,99,4,1,1541.66527174696,4922.368,454832,,-121.8543087135,43.3206802538184
128,99,,-1,99,4,1,1555.80740782323,4922.712,454822,,-121.854429956702,43.3205887618649
129,99,,-1,99,4,1,1565.80740814322,4923.341,454794,,-121.854427922874,43.3204987547904
130,99,,-1,99,4,1,1575.80740846322,4924.49,454749,,-121.854425889052,43.3204087477168
131,99,,-1,99,4,1,1585.80740878325,4924.49,454748,,-121.854423855237,43.3203187406439
132,99,,-1,99,4,1,1595.80740910324,4924.49,454743,,-121.854421821428,43.3202287335719
133,99,,-1,99,4,1,1609.94954517954,4924.49,451917,,-121.854543063544,43.3201372415009
134,99,,-1,99,4,1,1619.94954549953,4924.71,451748,,-121.854541029562,43.3200472344328
135,99,,-1,99,4,1,1629.94954581952,4924.71,451745,,-121.854538995586,43.3199572273654
136,99,,-1,99,4,1,1639.94954613952,4924.778,451741,,-121.854536961616,43.3198672202989
137,99,,-1,99,4,1,1649.94954645951,4926.701,451728,,-121.854534927652,43.3197772132333
138,99,,-1,99,4,1,1659.94954677954,4927.279,451723,,-121.854532893694,43.3196872061684
139,99,,-1,99,4,1,1674.09168285584,4927.279,451710,,-121.854407584933,43.3195986840908
140,99,,-1,99,4,1,1684.09168317583,4927.279,451707,,-121.854405551173,43.3195086770253
141,99,,-1,99,4,1,1698.23381925213,4927.279,450558,,-121.854526791858,43.3194171849788
142,99,,-1,99,4,1,1708.23381957212,4927.279,450555,,-121.854524757924,43.3193271779173
143,99,,-1,99,4,1,1718.23381989215,4927.279,450540,,-121.854522723997,43.3192371708565
144,99,,-1,99,4,1,1728.23382021214,4927.279,450536,,-121.854520690076,43.3191471637966
145,99,,-1,99,4,1,1742.37595628841,4927.34,450478,,-121.854641929854,43.3190556716295
146,99,,-1,99,4,1,1752.37595660841,4927.37,450425,,-121.85463989576,43.3189656645735
147,99,,-1,99,4,1,1766.51809268468,4928.597,450404,,-121.854761134989,43.3188741722796
148,99,,-1,99,4,1,1776.51809300467,4928.597,450400,,-121.854759100722,43.3187841652275
149,99,,-1,99,4,1,1790.66022908094,4928.597,450364,,-121.854880339402,43.3186926728068
150,99,,-1,99,4,1,1854.80236675724,4931.43,450199,,-121.855617941366,43.3185937507179
151,99,,-1,99,4,1,1844.80236643725,4929.446,450271,,-121.855494668647,43.3185952368959
152,99,,-1,99,4,1,1834.80236611725,4929.328,450275,,-121.855371395923,43.3185967229387
153,99,,-1,99,4,1,1824.80236579726,4929.328,450291,,-121.855248123192,43.3185982088464
154,99,,-1,99,4,1,1814.80236547723,4929.328,450312,,-121.855124850455,43.3185996946189
155,99,,-1,99,4,1,1804.80236515724,4929.178,450339,,-121.855001577711,43.3186011802563
156,99,,-1,99,4,1,1878.94450315354,4931.43,450184,,-121.855862450872,43.3185007709272
157,99,,-1,99,4,1,1868.94450283351,4931.43,450187,,-121.85573917835,43.3185022573731
158,99,,-1,99,4,1,1903.08663954981,4931.828,450146,,-121.856106959618,43.3184077906057
159,99,,-1,99,4,1,1893.08663922981,4931.828,450158,,-121.855983687294,43.3184092773197
160,99,,-1,99,4,1,1917.22877562608,4931.828,450126,,-121.85622819548,43.3183162967355
161,99,,-1,99,4,1,1927.22877594607,4931.828,450113,,-121.856226159029,43.3182262897152
162,99,,-1,99,4,1,1941.37091202237,4931.828,450082,,-121.856347394342,43.3181347957183
163,99,,-1,99,4,1,1951.37091234236,4931.83,450074,,-121.856345357719,43.3180447887019
164,99,,-1,99,4,1,1961.37091266236,4933.821,449958,,-121.856343321102,43.3179547816864
165,99,,-1,99,4,1,1971.37091298235,4934.109,449680,,-121.85634128449,43.3178647746718
166,99,,-1,99,4,1,1981.37091330234,4934.109,449663,,-121.856339247886,43.3177747676579
167,99,,-1,99,4,1,1991.37091362234,4934.109,449654,,-121.856337211287,43.3176847606449
168,99,,-1,99,4,1,2005.51304969863,4934.109,449634,,-121.856211904047,43.3175962405967
169,99,,-1,99,4,1,2019.6551857749,4934.626,449593,,-121.856086597178,43.3175077204098
170,99,,-1,99,4,1,2029.6551860949,4934.626,449590,,-121.856084560968,43.3174177133948
171,99,,-1,99,4,1,2039.65518641489,4934.626,449569,,-121.856082524763,43.3173277063806
172,99,,-1,99,4,1,2049.65518673488,4935.007,449495,,-121.856080488565,43.3172376993672
173,99,,-1,99,4,1,2063.79732281118,4935.007,449482,,-121.855955182639,43.3171491790372
174,99,,-1,99,4,1,2073.79732313117,4935.007,449466,,-121.855953146638,43.3170591720232
175,99,,-1,99,4,1,2083.79732345117,4935.007,449454,,-121.855951110644,43.3169691650101
176,99,,-1,99,4,1,2093.79732377116,4935.007,449445,,-121.855949074655,43.3168791579978
177,99,,-1,99,4,1,2103.79732409116,4935.007,449354,,-121.855947038672,43.3167891509863
178,99,,-1,99,4,1,2113.79732441115,4936.169,449326,,-121.855945002696,43.3166991439756
179,99,,-1,99,4,1,2123.79732473114,4936.169,449302,,-121.855942966726,43.3166091369658
180,99,,-1,99,4,1,2133.79732505117,4936.169,449221,,-121.855940930761,43.3165191299568
181,99,,-1,99,4,1,2143.79732537117,4936.169,449212,,-121.855938894803,43.3164291229486
182,99,,-1,99,4,1,2187.93946240742,4938.014,448773,,-121.856429931089,43.3163331684811
183,99,,-1,99,4,1,2177.93946208742,4937.17,448783,,-121.856306663039,43.3163346555489
184,99,,-1,99,4,1,2167.93946176743,4936.932,448784,,-121.856183394982,43.3163361424815
185,99,,-1,99,4,1,2157.93946144744,4936.169,449205,,-121.85606012692,43.316337629279
186,99,,-1,99,4,1,2202.08159848369,4938.014,448771,,-121.856551162262,43.316241674283
187,99,,-1,99,4,1,2216.22373455999,4938.014,448726,,-121.856672393065,43.316150179955
188,99,,-1,99,4,1,2226.22373488001,4939.234,448646,,-121.856670356021,43.3160601729636
189,99,,-1,99,4,1,2240.36587095629,4939.234,448645,,-121.856791586275,43.315968678509
190,99,,-1,99,4,1,2250.36587127628,4939.234,448628,,-121.856789549059,43.3158786715215
191,99,,-1,99,4,1,2260.36587159627,4939.234,448625,,-121.856787511848,43.3157886645349
192,99,,-1,99,4,1,2274.50800767254,4939.234,448521,1,-121.856662207907,43.3157001450065
193,99,,-1,99,4,1,2288.65014374884,4939.234,448215,1,-121.856536904336,43.3156116253393
194,99,,-1,99,4,1,2298.65014406883,4939.234,448182,1,-121.856413637772,43.3156131125242
195,99,,-1,99,4,1,2308.65014438883,4939.234,448179,1,-121.856290371202,43.315614599574
196,99,,-1,99,4,1,2318.65014470882,4939.234,448169,1,-121.856167104626,43.3156160864886
197,99,,-1,99,4,1,2328.65014502881,4939.234,448166,,-121.856043838044,43.3156175732681
198,99,,-1,99,4,1,2338.65014534881,4939.234,448159,,-121.855920571455,43.3156190599125
199,99,,-1,99,4,1,2352.7922814251,4939.234,448147,1,-121.855795269149,43.3155305394196
200,99,,-1,99,4,1,2366.9344175014,4940.833,448130,,-121.855669967212,43.315442018788
201,99,,-1,99,4,1,2376.93441782139,4940.833,447813,,-121.855667931698,43.3153520117853
202,99,,-1,99,4,1,2386.93441814139,4940.833,447743,,-121.855665896189,43.3152620047835
203,99,,-1,99,4,1,2421.07655485767,4940.833,447252,1,-121.856033657695,43.3151675382884
204,99,,-1,99,4,1,2411.07655453768,4940.833,447495,,-121.855910392031,43.3151690249216
205,99,,-1,99,4,1,2401.07655421768,4940.833,447500,,-121.855787126362,43.3151705114196
206,99,,-1,99,4,1,2435.21869093397,4940.833,447247,,-121.856154887116,43.3150760445289
207,99,,-1,99,4,1,2449.36082701024,4940.833,447233,1,-121.856276116166,43.3149845506397
208,99,,-1,99,4,1,2459.36082733023,4940.833,447221,,-121.856274079757,43.3148945436524
209,99,,-1,99,4,1,2473.5029634065,4940.833,447215,,-121.856395308259,43.3148030496364
210,99,,-1,99,4,1,2483.5029637265,4941.861,447202,,-121.856393271677,43.314713042653
211,99,,-1,99,4,1,2497.64509980277,4941.861,447163,,-121.856267970566,43.3146245226955
212,99,,-1,99,4,1,2511.78723587904,4941.861,446937,,-121.856142669825,43.3145360025993
213,99,,-1,99,4,1,2525.92937195533,4941.861,446512,,-121.856017369454,43.3144474823642
214,99,,-1,99,4,1,2535.92937227533,4941.861,446468,,-121.856015333452,43.3143574753774
215,99,,-1,99,4,1,2545.92937259532,4941.861,446461,,-121.856013297455,43.3142674683915
216,99,,-1,99,4,1,2555.92937291531,4941.861,446450,,-121.856011261465,43.3141774614064
217,99,,-1,99,4,1,2580.07150931158,4941.861,446147,,-121.856255752349,43.3140844808043
218,99,,-1,99,4,1,2570.07150899158,4941.861,446439,,-121.856132488918,43.3140859676808
219,99,,-1,99,4,1,2594.21364538787,4941.861,446142,,-121.856376979241,43.3139929868161
220,99,,-1,99,4,1,2608.35578146414,4942.562,446131,,-121.856498205763,43.313901492698
221,99,,-1,99,4,1,2618.35578178414,4942.562,446124,,-121.856496169057,43.3138114857253
222,99,,-1,99,4,1,2628.35578210413,4942.562,446118,,-121.856494132357,43.3137214787533
223,99,,-1,99,4,1,2638.35578242413,4942.562,446112,,-121.856492095663,43.3136314717822
224,99,,-1,99,4,1,2652.4979185004,4942.562,446022,,-121.856366796667,43.3135429519452
225,99,,-1,99,4,1,2662.49791882043,4942.562,445968,,-121.856364760171,43.3134529449735
226,99,,-1,99,4,1,2672.49791914042,4943.161,445897,,-121.85636272368,43.3133629380027
227,99,,-1,99,4,1,2750.78219289297,4943.509,445227,1,-121.857100257627,43.3132640062469
228,99,,-1,99,4,1,2740.78219257297,4943.509,445230,,-121.856976995904,43.313265494049
229,99,,-1,99,4,1,2682.49791946041,4943.161,445876,,-121.856360687196,43.3132729310327
230,99,,-1,99,4,1,2764.92432896926,4943.509,445218,1,-121.857221481571,43.3131725113562
231,99,,-1,99,4,1,2726.6400564967,4943.509,445250,1,-121.856851696956,43.3131769747558
232,99,,-1,99,4,1,2716.64005617671,4943.161,445317,1,-121.856728435406,43.3131784622854
233,99,,-1,99,4,1,2706.64005585671,4943.161,445322,1,-121.85660517385,43.3131799496799
234,99,,-1,99,4,1,2696.64005553668,4943.161,445367,,-121.856481912287,43.3131814369393
235,99,,-1,99,4,1,2779.06646504553,4943.509,445211,1,-121.857342705145,43.3130810163358
236,99,,-1,99,4,1,2789.06646536556,4943.509,441291,1,-121.857340667199,43.3129910093863
237,99,,-1,99,4,1,2799.06646568556,4943.509,441236,1,-121.857338629259,43.3129010024376
238,99,,-1,99,4,1,2809.06646600555,4943.509,441233,1,-121.857336591326,43.3128109954898
239,99,,-1,99,4,1,2819.06646632554,4943.509,441220,1,-121.857334553398,43.3127209885428
240,99,,-1,99,4,1,2829.06646664554,4944.09,441201,1,-121.857332515477,43.3126309815967
241,99,,-1,99,4,1,2843.20860272181,4944.371,441198,1,-121.857453737786,43.3125394864619
242,99,,-1,99,4,1,2857.35073879808,4944.371,441190,1,-121.857328439653,43.3124509677069
243,99,,-1,99,4,1,2867.35073911807,4944.71,441182,1,-121.857205179607,43.312452455759
244,99,,-1,99,4,1,2881.49287519439,4944.71,441178,1,-121.857079882022,43.3123639367279
245,99,,-1,99,4,1,2891.49287551439,4944.71,441159,1,-121.856956622148,43.3123654245075
246,99,,-1,99,4,1,2901.49287583438,4944.71,441117,1,-121.856833362269,43.312366912152
247,99,,-1,99,4,1,2915.63501191065,4944.71,440733,1,-121.856708065412,43.3122783927074
248,99,,-1,99,4,1,2929.77714798692,4944.71,440655,1,-121.856582768924,43.312189873124
249,99,,-1,99,4,1,2939.77714830692,4944.71,440470,1,-121.85658073215,43.3120998661694
250,99,,-1,99,4,1,2949.77714862691,4944.71,440459,1,-121.856578695381,43.3120098592156
251,99,,-1,99,4,1,2959.77714894694,4944.71,440455,1,-121.856576658619,43.3119198522627
252,99,,-1,99,4,1,2969.77714926693,4944.71,440428,1,-121.856574621862,43.3118298453106
253,99,,-1,99,4,1,2979.77714958693,4945.688,440419,1,-121.856572585112,43.3117398383594
254,99,,-1,99,4,1,2993.9192856632,4945.688,439898,1,-121.85669380678,43.3116483440527
255,99,,-1,99,4,1,3003.91928598319,4945.688,439891,1,-121.856691769857,43.3115583371054
256,99,,-1,99,4,1,3094.62996700461,4946.769,438788,1,-121.85755253906,43.311457914913
257,99,,-1,99,4,1,3018.06142205946,4945.688,439549,1,-121.856812990975,43.3114668426721
258,99,,-1,99,4,1,3108.77210308088,4946.769,438760,,-121.857673758662,43.3113664195527
259,99,,-1,99,4,1,3080.48783092834,4946.769,438791,1,-121.85742724304,43.3113693962786
260,99,,-1,99,4,1,3070.48783060834,4945.851,438805,1,-121.85730398522,43.3113708844388
261,99,,-1,99,4,1,3060.48783028835,4945.851,438811,1,-121.857180727394,43.311372372464
262,99,,-1,99,4,1,3032.20355813573,4945.851,439430,1,-121.856934211724,43.3113753481089
263,99,,-1,99,4,1,3122.91423915717,4946.769,438683,,-121.857794977894,43.3112749240625
264,99,,-1,99,4,1,3046.34569421203,4945.851,439381,1,-121.857055432103,43.311283853416
265,99,,-1,99,4,1,3132.91423947717,4946.769,438672,1,-121.85779293933,43.3111849171388
266,99,,-1,99,4,1,3142.91423979716,4946.769,438669,1,-121.857790900773,43.3110949102159
267,99,,-1,99,4,1,3225.34064930598,4947.115,437086,1,-121.858405147438,43.3109974584839
268,99,,-1,99,4,1,3215.34064898599,4946.781,437096,1,-121.858281890407,43.3109989477162
269,99,,-1,99,4,1,3205.340648666,4946.781,437100,1,-121.85815863337,43.3110004368133
270,99,,-1,99,4,1,3157.05637587343,4946.769,438661,,-121.85766560516,43.3110063918505
271,99,,-1,99,4,1,3239.48278538226,4947.115,437004,1,-121.858526364808,43.3109059622089
272,99,,-1,99,4,1,3191.19851258973,4946.769,437918,1,-121.858033337412,43.3109119188586
273,99,,-1,99,4,1,3181.19851226973,4946.769,437927,1,-121.857910080547,43.3109134076832
274,99,,-1,99,4,1,3171.1985119497,4946.769,438435,1,-121.857786823677,43.3109148963728
275,99,,-1,99,4,1,3253.62492145858,4947.115,436915,1,-121.858647581808,43.3108144658041
276,99,,-1,99,4,1,3263.62492177857,4947.115,436911,1,-121.85864554198,43.3107244589003
277,99,,-1,99,4,1,3273.62492209856,4947.115,436862,1,-121.858643502158,43.3106344519974
278,99,,-1,99,4,1,3297.76705849483,4947.505,436804,1,-121.858887974512,43.3105414657076
279,99,,-1,99,4,1,3287.76705817483,4947.115,436820,1,-121.858764718431,43.310542955469
280,99,,-1,99,4,1,3331.90919521109,4947.535,436594,1,-121.859255701986,43.3104469887225
281,99,,-1,99,4,1,3321.90919489109,4947.505,436597,1,-121.859132446108,43.3104484788871
282,99,,-1,99,4,1,3311.9091945711,4947.505,436618,1,-121.859009190223,43.3104499689165
283,99,,-1,99,4,1,3376.05133224736,4947.896,436410,1,-121.859746683969,43.3103510198329
284,99,,-1,99,4,1,3366.05133192737,4947.896,436418,1,-121.8596234283,43.3103525105357
285,99,,-1,99,4,1,3356.05133160738,4947.896,436464,1,-121.859500172626,43.3103540011034
286,99,,-1,99,4,1,3346.05133128738,4947.896,436466,1,-121.859376916945,43.3103554915359
287,99,,-1,99,4,1,3390.19346832366,4947.896,436346,1,-121.859867897985,43.3102595221179
288,99,,-1,99,4,1,3404.33560439996,4947.896,436340,1,-121.85998911163,43.3101680242732
289,99,,-1,99,4,1,3418.47774047623,4947.98,436328,1,-121.860110324906,43.3100765262988
290,99,,-1,99,4,1,3432.6198765525,4947.98,436262,1,-121.860231537812,43.3099850281945
291,99,,-1,99,4,1,3446.76201262877,4947.98,436215,1,-121.860352750348,43.3098935299605
292,99,,-1,99,4,1,3460.90414870506,4947.98,436150,1,-121.860473962513,43.3098020315968
293,99,,-1,99,4,1,3470.90414902506,4947.98,436128,1,-121.860471919978,43.3097120247361
294,99,,-1,99,4,1,3480.90414934505,4947.98,436125,1,-121.86046987745,43.3096220178763
295,3,,24,3,1,11,19173.4147400182,6880.019,606,,-121.974351806824,43.3080961299622
296,3,,24,3,1,11,19163.4147396982,6873.423,607,,-121.97422855876,43.3080977463
297,3,,24,3,1,11,19153.4147393782,6863.199,608,,-121.97410531069,43.3080993625027
298,3,,24,3,1,11,19143.4147390581,6849.676,676,,-121.973982062612,43.3081009785702
299,3,,24,3,1,11,19133.4147387382,6838.818,693,,-121.973858814528,43.3081025945027
300,99,,-1,99,4,1,3490.90414966504,4947.98,436119,1,-121.860467834927,43.3095320110174
301,3,,24,3,1,11,19119.2726026619,6826.96,727,,-121.973733353939,43.3080142055993
302,99,,-1,99,4,1,3500.90414998504,4947.98,436048,,-121.86046579241,43.3094420041592
303,3,,24,3,1,11,19105.1304665856,6818.437,764,,-121.973607893719,43.3079258165568
304,3,,24,3,1,11,19095.1304662656,6806.479,902,,-121.973484645985,43.3079274320791
305,99,,-1,99,4,1,3515.04628606131,4948.216,435999,,-121.860587003491,43.3093505056781
306,3,,24,3,1,11,19080.9883301893,6799.127,928,,-121.973359186313,43.3078390427599
307,3,,24,3,1,11,19070.9883298693,6793.544,930,,-121.973235938751,43.3078406580095
308,99,,-1,99,4,1,3549.18842277759,4948.216,435979,1,-121.860954720982,43.3092560231484
309,99,,-1,99,4,1,3539.1884224576,4948.216,435982,1,-121.860831467595,43.3092575151754
310,99,,-1,99,4,1,3529.1884221376,4948.216,435995,,-121.860708214201,43.3092590070672
311,3,,24,3,1,11,19056.846193793,6783.509,943,,-121.973110479628,43.3077522684136
312,3,,24,3,1,11,19046.846193473,6778.311,951,,-121.972987232237,43.3077538833905
313,99,,-1,99,4,1,3563.33055885389,4948.216,435885,1,-121.861075930941,43.3091645241421
314,3,,24,3,1,11,19032.7040573968,6771.505,961,,-121.972861773662,43.307665493518
315,3,,24,3,1,11,19022.7040570768,6764.074,1005,,-121.972738526443,43.3076671082222
316,3,,24,3,1,11,19012.7040567567,6755.76,1011,,-121.972615279217,43.3076687227914
317,3,,24,3,1,11,19002.7040564368,6749.157,1079,,-121.972492031985,43.3076703372255
318,99,,-1,99,4,1,3573.33055917388,4948.216,435883,1,-121.861073887524,43.3090745172986
319,3,,24,3,1,11,18988.5619203605,6742.875,1124,,-121.972366574315,43.3075819468011
320,3,,24,3,1,11,18978.5619200405,6737.993,1166,,-121.972243327254,43.3075835609626
321,3,,24,3,1,11,18968.5619197205,6736.054,1167,,-121.972120080187,43.3075851749889
322,3,,24,3,1,11,18958.5619194005,6732.293,1268,,-121.971996833113,43.3075867888801
323,99,,-1,99,4,1,3583.33055949388,4948.216,435817,1,-121.861071844113,43.308984510456
324,3,,24,3,1,11,18944.4197833242,6723.329,1270,,-121.971871376348,43.3074983979039
325,3,,24,3,1,11,18934.4197830042,6717.897,1272,,-121.971748129446,43.3075000115225
326,99,,-1,99,4,1,3597.47269557015,4948.216,435731,1,-121.860946548067,43.3088959957673
327,3,,24,3,1,11,18920.2776469279,6709.438,1297,,-121.971622673228,43.3074116202696
328,3,,24,3,1,11,18910.277646608,6706.423,1300,,-121.971499426498,43.3074132336156
329,99,,-1,99,4,1,3611.61483164642,4948.216,435723,1,-121.86082125239,43.3088074809398
330,3,,24,3,1,11,18896.1355105317,6697.955,1303,,-121.971373970829,43.3073248420861
331,99,,-1,99,4,1,3621.61483196645,4948.753,430388,1,-121.860819209368,43.3087174740952
332,3,,24,3,1,11,18881.9933744554,6686.186,1372,,-121.97124851553,43.3072364504174
333,3,,24,3,1,11,18871.9933741354,6683.708,1373,,-121.971125269149,43.3072380633531
334,99,,-1,99,4,1,3631.61483228644,4948.753,430387,,-121.860817166352,43.3086274672515
335,3,,24,3,1,11,18857.8512380591,6676.619,1396,,-121.970999814398,43.3071496714078
336,3,,24,3,1,11,18847.8512377391,6673.862,1446,,-121.970876568189,43.3071512840708
337,15,,24,15,1,11,18660.5720111326,6507.18,668,,-121.967672164436,43.307193165888
338,99,,-1,99,4,1,3655.7569686827,4948.753,430352,,-121.861061627151,43.3085344762557
339,99,,-1,99,4,1,3645.75696836271,4948.753,430354,,-121.860938375249,43.3085359683997
340,3,,24,3,1,11,18833.7091016628,6663.838,1470,,-121.970751113987,43.3070628918489
341,3,,24,3,1,11,18823.7091013428,6657.757,1479,,-121.97062786795,43.3070645042393
342,3,,24,3,1,11,18813.7091010228,6648.695,1484,,-121.970504621906,43.3070661164946
343,3,,24,3,1,11,18803.7091007028,6643.149,1521,,-121.970381375856,43.3070677286148
344,3,,24,3,1,11,18793.7091003828,6635.014,1523,,-121.970258129799,43.3070693405999
345,3,,24,3,1,11,18783.7091000628,6625.754,1525,,-121.970134883735,43.3070709524498
346,15,,24,15,1,11,18650.5720108126,6498.098,675,,-121.967669961072,43.3071031610772
347,99,,-1,99,4,1,3669.89910475898,4948.753,430341,,-121.861182835487,43.3084429771413
348,3,,24,3,1,11,18769.5669639865,6613.893,1532,,-121.970009430794,43.306982559401
349,3,,24,3,1,11,18759.5669636666,6600.497,1568,,-121.969886184902,43.3069841709783
350,15,,24,15,1,11,18636.4298747364,6483.906,678,,-121.967544511697,43.3070147652776
351,99,,-1,99,4,1,3694.04124115528,4948.753,430148,,-121.861427294967,43.3083499853522
352,99,,-1,99,4,1,3684.04124083525,4948.753,430150,,-121.861304043454,43.3083514778971
353,28,,65,28,1,13,22906.7453043121,6144.951,600,,-121.995642186136,43.3065544104176
354,3,,24,3,1,11,18745.4248275903,6593.368,1572,,-121.969760732509,43.3068957776528
355,3,,24,3,1,11,18735.4248272703,6581.917,1576,,-121.969637486788,43.3068973889575
356,15,,24,15,1,11,18626.4298744164,6470.551,807,,-121.967542308532,43.306924760466
357,99,,-1,99,4,1,3708.18337723155,4948.753,430140,,-121.861548502373,43.3082584858454
358,28,,65,28,1,13,22896.745303992,6135.222,626,,-121.995639940811,43.3064644061665
359,3,,24,3,1,11,18721.282691194,6576.464,1587,,-121.969512034944,43.3068089953553
360,3,,24,3,1,11,18711.282690874,6567.079,1589,,-121.969388789395,43.3068106063874
361,15,,24,15,1,11,18612.2877383401,6455.372,941,,-121.967416859718,43.3068363645257
362,99,,-1,99,4,1,3732.32551362784,4949.255,430117,,-121.861792960533,43.3081654932632
363,99,,-1,99,4,1,3722.32551330784,4949.255,430125,,-121.861669709408,43.3081669862089
364,28,,65,28,1,13,22886.745303672,6126.338,746,,-121.995637695492,43.3063744019162
365,3,,24,3,1,11,18697.1405547977,6553.373,1627,,-121.969263338098,43.3067222125085
366,3,,24,3,1,11,18687.1405544777,6539.541,1640,,-121.969140092722,43.3067238232679
367,15,,24,15,1,11,18602.2877380201,6446.443,945,,-121.967414656751,43.3067463597134
368,99,,-1,99,4,1,3766.46765034413,4949.255,430052,,-121.862160668857,43.3080710068015
369,99,,-1,99,4,1,3756.4676500241,4949.255,430087,,-121.862037417936,43.3080725001503
370,99,,-1,99,4,1,3746.46764970411,4949.255,430090,,-121.861914167008,43.308073993364
371,28,,65,28,1,13,22872.6031675958,6110.455,798,,-121.995758693935,43.3062827578625
372,3,,24,3,1,11,18672.9984184014,6526.804,1666,,-121.969014641973,43.3066354291124
373,3,,24,3,1,11,18662.9984180814,6512.764,3207,,-121.968891396768,43.3066370395992
374,15,,24,15,1,11,18588.1456019438,6430.816,967,,-121.967289208499,43.3066579636324
375,99,,-1,99,4,1,3840.6097883404,4949.831,429876,1,-121.863021378834,43.3079705427796
376,99,,-1,99,4,1,3830.6097880204,4949.607,429972,,-121.86289812814,43.307972037072
377,99,,-1,99,4,1,3820.60978770041,4949.607,429984,,-121.86277487744,43.3079735312292
378,99,,-1,99,4,1,3810.60978738038,4949.607,429987,,-121.862651626734,43.3079750252513
379,99,,-1,99,4,1,3800.60978706039,4949.607,429992,,-121.862528376022,43.3079765191383
380,99,,-1,99,4,1,3790.60978674039,4949.607,430033,,-121.862405125304,43.3079780128902
381,99,,-1,99,4,1,3780.6097864204,4949.607,430035,,-121.86228187458,43.3079795065069
382,28,,65,28,1,13,22862.6031672758,6098.581,819,,-121.995756448445,43.3061927536165
383,3,,24,3,1,11,18648.8562820052,6501.47,3218,,-121.968765946568,43.306548645167
384,15,,24,15,1,11,18578.1456016238,6417.227,969,,-121.96728700573,43.3065679588194
385,99,,-1,99,4,1,3874.75192505666,4949.831,429855,,-121.863389084026,43.3078760523024
386,99,,-1,99,4,1,3864.75192473666,4949.831,429868,,-121.863265833536,43.3078775469978
387,99,,-1,99,4,1,3854.75192441667,4949.831,429870,,-121.86314258304,43.3078790415581
388,28,,65,28,1,13,22848.4610311995,6089.056,855,,-121.99587744634,43.3061011094367
389,3,,24,3,1,11,18634.7141459289,6483.947,3227,,-121.968640496738,43.3064602505957
390,15,,24,15,1,11,18564.0034655475,6404.125,1025,,-121.96716155804,43.3064795625977
391,99,,-1,99,4,1,3948.89406305295,4949.831,429707,,-121.864249789146,43.3077755788783
392,99,,-1,99,4,1,3938.89406273292,4949.831,429724,,-121.864126538883,43.3077770745173
393,99,,-1,99,4,1,3928.89406241293,4949.831,429732,,-121.864003288615,43.3077785700211
394,99,,-1,99,4,1,3918.89406209293,4949.831,429752,,-121.86388003834,43.3077800653899
395,99,,-1,99,4,1,3908.89406177294,4949.831,429763,,-121.86375678806,43.3077815606235
396,99,,-1,99,4,1,3898.89406145295,4949.831,429769,,-121.863633537773,43.307783055722
397,99,,-1,99,4,1,3888.89406113295,4949.831,429805,,-121.86351028748,43.3077845506854
398,28,,65,28,1,13,22838.4610308795,6073.856,869,,-121.995875200678,43.3060111051948
399,3,,24,3,1,11,18620.5720098526,6473.627,3237,,-121.968515047277,43.3063718558853
400,3,,24,3,1,11,18610.5720095326,6468.649,3244,,-121.9683918026,43.3063734658243
401,15,,24,15,1,11,18554.0034652275,6391.222,1033,,-121.967159355469,43.3063895577839
402,99,,-1,99,4,1,3963.03619912925,4949.831,429674,,-121.864370991083,43.3076840763345
403,28,,65,28,1,13,22828.4610305595,6062.488,967,,-121.995872955023,43.3059211009538
404,3,,24,3,1,11,18596.4298734563,6454.952,3251,,-121.968266353688,43.3062850708372
405,3,,24,3,1,11,18586.4298731363,6448.384,3253,,-121.968143109183,43.3062866805036
406,15,,24,15,1,11,18544.0034649075,6378.322,1048,,-121.967157152904,43.306299552971
407,99,,-1,99,4,1,3977.17833520552,4949.831,429532,1,-121.86449219265,43.3075925736609
408,28,,65,28,1,13,22818.4610302395,6057.45,989,,-121.995870709375,43.3058310967136
409,3,,24,3,1,11,18572.28773706,6432.96,3256,,-121.968017660819,43.3061982852399
410,3,,24,3,1,11,18562.28773674,6411.673,3277,,-121.967894416486,43.3061998946336
411,15,,24,15,1,11,18534.0034645875,6366.294,1558,,-121.967154950347,43.306209548159
412,99,,-1,99,4,1,3987.17833552551,4949.831,429134,1,-121.864490144158,43.3075025668951
413,28,,65,28,1,13,22804.3188941632,6043.221,1036,,-121.995991706366,43.3057394524145
414,3,,24,3,1,11,18548.1456006638,6399.168,3279,,-121.96776896867,43.3061114990932
415,15,,24,15,1,11,18524.0034642675,6351.492,1573,,-121.967152747795,43.3061195433478
416,99,,-1,99,4,1,4059.60474471434,4950.419,428961,1,-121.864981093651,43.3074065751784
417,99,,-1,99,4,1,4049.60474439431,4950.419,428964,,-121.864857844166,43.307408071619
